,ISBN,bookAuthor,category,yearOfPublication,publisher,bookTitle,imageUrlS,imageUrlM,imageUrlL
1188,446364495,Robert James Waller,popularization of science,1995,Warner Books,The Bridges of Madison County,http://images.amazon.com/images/P/0446364495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364495.01.LZZZZZZZ.jpg
1189,440217547,Danielle Steel,popularization of science,1995,Dell,Accident,http://images.amazon.com/images/P/0440217547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440217547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217547.01.LZZZZZZZ.jpg
1190,453004687,Richard Bachman,popularization of science,1984,New Amer Library,Thinner,http://images.amazon.com/images/P/0453004687.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0453004687.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0453004687.01.LZZZZZZZ.jpg
1191,670868361,Stephen King,popularization of science,1996,Viking Books,Desperation,http://images.amazon.com/images/P/0670868361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670868361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670868361.01.LZZZZZZZ.jpg
1192,452262143,Stephen King,popularization of science,1989,Plume Books,"The Drawing of the Three (The Dark Tower, Book 2)",http://images.amazon.com/images/P/0452262143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452262143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452262143.01.LZZZZZZZ.jpg
1193,451132378,Stephen King,popularization of science,1984,Signet Book,Pet Sematary,http://images.amazon.com/images/P/0451132378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451132378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451132378.01.LZZZZZZZ.jpg
1194,425174271,John Sandford,popularization of science,2000,Berkley Publishing Group,Certain Prey,http://images.amazon.com/images/P/0425174271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg
1195,039914613X,John Sandford,popularization of science,2000,Putnam Publishing Group,Easy Prey,http://images.amazon.com/images/P/039914613X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914613X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914613X.01.LZZZZZZZ.jpg
1196,425126064,John Sandford,popularization of science,2004,Berkley Publishing Group,Shadow Prey,http://images.amazon.com/images/P/0425126064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425126064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425126064.01.LZZZZZZZ.jpg
1197,425189864,John Sandford,popularization of science,2003,Berkley Publishing Group,Mortal Prey,http://images.amazon.com/images/P/0425189864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189864.01.LZZZZZZZ.jpg
1198,425109720,Tom Clancy,popularization of science,1992,Berkley Publishing Group,Patriot Games (Jack Ryan Novels),http://images.amazon.com/images/P/0425109720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425109720.01.LZZZZZZZ.jpg
1199,440203856,Danielle Steel,popularization of science,1989,Dell,Zoya,http://images.amazon.com/images/P/0440203856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg
1200,385316879,Danielle Steel,popularization of science,2000,Delacorte Press,Journey,http://images.amazon.com/images/P/0385316879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316879.01.LZZZZZZZ.jpg
1201,440211891,Danielle Steel,novel,1992,Dell,Heartbeat,http://images.amazon.com/images/P/0440211891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211891.01.LZZZZZZZ.jpg
1202,515124214,Nora Roberts,novel,2001,Jove Books,Inner Harbor (Quinn Brothers (Paperback)),http://images.amazon.com/images/P/0515124214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg
1203,440213282,Danielle Steel,novel,1992,Dell,No Greater Love,http://images.amazon.com/images/P/0440213282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213282.01.LZZZZZZZ.jpg
1204,374386137,Madeleine L'Engle,novel,1962,Farrar Straus Giroux,A Wrinkle in Time,http://images.amazon.com/images/P/0374386137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374386137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374386137.01.LZZZZZZZ.jpg
1205,394551540,James A. Michener,novel,1988,Random House Inc,Alaska,http://images.amazon.com/images/P/0394551540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394551540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394551540.01.LZZZZZZZ.jpg
1206,688065716,Sidney Sheldon,novel,1988,William Morrow &amp; Company,The Sands of Time,http://images.amazon.com/images/P/0688065716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688065716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688065716.01.LZZZZZZZ.jpg
1207,684832291,Mary Higgins Clark,novel,1996,Simon &amp; Schuster,My Gal Sunday,http://images.amazon.com/images/P/0684832291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684832291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684832291.01.LZZZZZZZ.jpg
1208,446607177,Douglas Preston,novel,1999,Warner Books,Riptide,http://images.amazon.com/images/P/0446607177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607177.01.LZZZZZZZ.jpg
1209,446609617,Sandra Brown,novel,2001,Warner Vision,Standoff,http://images.amazon.com/images/P/0446609617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609617.01.LZZZZZZZ.jpg
1210,446608912,Robert Ferrigno,novel,2000,Warner Vision,Heartbreaker,http://images.amazon.com/images/P/0446608912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608912.01.LZZZZZZZ.jpg
1211,451210875,Stephen King,novel,2003,New American Library,"Wizard and Glass (The Dark Tower, Book 4)",http://images.amazon.com/images/P/0451210875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451210875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451210875.01.LZZZZZZZ.jpg
1212,451210859,Stephen King,history,2003,New American Library,"The Drawing of the Three (The Dark Tower, Book 2)",http://images.amazon.com/images/P/0451210859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451210859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451210859.01.LZZZZZZZ.jpg
1213,399141200,Lavyrle Spencer,history,1996,Putnam Pub Group,That Camden Summer,http://images.amazon.com/images/P/0399141200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399141200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141200.01.LZZZZZZZ.jpg
1214,399146601,Dick Francis,history,2000,Putnam Publishing Group,Shattered,http://images.amazon.com/images/P/0399146601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146601.01.LZZZZZZZ.jpg
1215,671701592,Douglas Adams,history,1990,Pocket,The Hitchhiker's Guide to the Galaxy,http://images.amazon.com/images/P/0671701592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671701592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671701592.01.LZZZZZZZ.jpg
1216,446519782,Sandra Brown,history,1996,Warner Books,Exclusive,http://images.amazon.com/images/P/0446519782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519782.01.LZZZZZZZ.jpg
1217,446350982,Scott Turow,history,1988,Warner Books,Presumed Innocent,http://images.amazon.com/images/P/0446350982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446350982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446350982.01.LZZZZZZZ.jpg
1218,385315147,Peter Hoeg,history,1995,Delta,Smilla's Sense of Snow,http://images.amazon.com/images/P/0385315147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315147.01.LZZZZZZZ.jpg
1219,446341851,Sidney Sheldon,history,1983,Not Avail,Master of the Game,http://images.amazon.com/images/P/0446341851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446341851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446341851.01.LZZZZZZZ.jpg
1220,893756113,Jane Austen,history,1997,Troll Communications,Pride and Prejudice,http://images.amazon.com/images/P/0893756113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0893756113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0893756113.01.LZZZZZZZ.jpg
1221,440800544,Madeleine L'Engle,history,1988,Dell Publishing,A Wrinkle in Time,http://images.amazon.com/images/P/0440800544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440800544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440800544.01.LZZZZZZZ.jpg
1222,671439960,Irving,history,1981,Pocket,WLD ACCORDNG GARP,http://images.amazon.com/images/P/0671439960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671439960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671439960.01.LZZZZZZZ.jpg
1223,670260770,Stephen King,history,1979,Viking Books,The Dead Zone,http://images.amazon.com/images/P/0670260770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670260770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670260770.01.LZZZZZZZ.jpg
1224,517542099,Douglas Adams,history,1989,Harmony,The Hitchhiker's Guide to the Galaxy,http://images.amazon.com/images/P/0517542099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517542099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517542099.01.LZZZZZZZ.jpg
1225,440213991,Sara Paretsky,history,1996,Dell Publishing Company,Guardian Angel,http://images.amazon.com/images/P/0440213991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213991.01.LZZZZZZZ.jpg
1226,375507779,Stephen King,history,2001,Random House Trade,The Talisman,http://images.amazon.com/images/P/0375507779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375507779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375507779.01.LZZZZZZZ.jpg
1227,670835382,Stephen King,history,1990,Viking Books,Four Past Midnight,http://images.amazon.com/images/P/0670835382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670835382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670835382.01.LZZZZZZZ.jpg
1228,881037214,Stephen King,history,1999,Sagebrush Bound,The Dead Zone,http://images.amazon.com/images/P/0881037214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881037214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881037214.01.LZZZZZZZ.jpg
1229,451157753,Stephen King,history,1984,Signet Book,Pet Sematary,http://images.amazon.com/images/P/0451157753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451157753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451157753.01.LZZZZZZZ.jpg
1230,679438335,Anne Rice,history,1996,Random House Audio,Servant of the Bones,http://images.amazon.com/images/P/0679438335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679438335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679438335.01.LZZZZZZZ.jpg
1231,446676098,Nicholas Sparks,history,1999,Warner Books,The Notebook,http://images.amazon.com/images/P/0446676098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446676098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446676098.01.LZZZZZZZ.jpg
1232,451169514,Stephen King,history,1997,Signet Book,It,http://images.amazon.com/images/P/0451169514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169514.01.LZZZZZZZ.jpg
1233,684843137,Frank McCourt,history,1997,Scribner,ANGELA'S ASHES,http://images.amazon.com/images/P/0684843137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684843137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684843137.01.LZZZZZZZ.jpg
1234,671702505,Julie Garwood,history,1991,Pocket,The Gift,http://images.amazon.com/images/P/0671702505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671702505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671702505.01.LZZZZZZZ.jpg
1235,374115370,Tom Wolfe,history,1990,Farrar Straus Giroux,The Bonfire of the Vanities,http://images.amazon.com/images/P/0374115370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374115370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374115370.01.LZZZZZZZ.jpg
1236,679431136,Michael Crichton,history,1994,Random House Trade,Congo,http://images.amazon.com/images/P/0679431136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679431136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679431136.01.LZZZZZZZ.jpg
1237,785787828,Carl Sagan,history,1999,Sagebrush Bound,Contact,http://images.amazon.com/images/P/0785787828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785787828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785787828.01.LZZZZZZZ.jpg
1238,067187036X,Ray Bradbury,history,1993,Simon &amp; Schuster,Fahrenheit 451,http://images.amazon.com/images/P/067187036X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067187036X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067187036X.01.LZZZZZZZ.jpg
1239,312971125,Jennifer Crusie,history,2000,St. Martin's Press,Crazy for You,http://images.amazon.com/images/P/0312971125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971125.01.LZZZZZZZ.jpg
1240,451192001,Terry McMillan,history,1997,Signet Book,How Stella Got Her Groove Back,http://images.amazon.com/images/P/0451192001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451192001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451192001.01.LZZZZZZZ.jpg
1241,1573222038,Sarah Waters,history,2002,Riverhead Hardcover,Fingersmith,http://images.amazon.com/images/P/1573222038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573222038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573222038.01.LZZZZZZZ.jpg
1242,770427758,Diana Gabaldon,history,1997,Seal Press (WA),Drums of Autumn,http://images.amazon.com/images/P/0770427758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0770427758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0770427758.01.LZZZZZZZ.jpg
1243,842329110,Tim Lahaye,history,1995,Tyndale House Publishers,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),http://images.amazon.com/images/P/0842329110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329110.01.LZZZZZZZ.jpg
1244,515120898,Elizabeth Berg,economics,1997,Jove Books,The Pull of the Moon,http://images.amazon.com/images/P/0515120898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515120898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515120898.01.LZZZZZZZ.jpg
1245,044023669X,Danielle Steel,economics,2002,Dell Publishing Company,The Kiss,http://images.amazon.com/images/P/044023669X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023669X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023669X.01.LZZZZZZZ.jpg
1246,038531292X,Danielle Steel,economics,1994,Delacorte Press,The Gift,http://images.amazon.com/images/P/038531292X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038531292X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038531292X.01.LZZZZZZZ.jpg
1247,140292683,Melissa Bank,economics,2000,Penguin Books Ltd,The Girls' Guide to Hunting and Fishing,http://images.amazon.com/images/P/0140292683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140292683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140292683.01.LZZZZZZZ.jpg
1248,451126661,Stephen King,economics,1980,Signet Book,The Dead Zone,http://images.amazon.com/images/P/0451126661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451126661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451126661.01.LZZZZZZZ.jpg
1249,051511992X,Lavyrle Spencer,economics,1997,Jove Books,That Camden Summer,http://images.amazon.com/images/P/051511992X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051511992X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051511992X.01.LZZZZZZZ.jpg
1250,345425308,Anne Rice,economics,1999,Ballantine Books,Violin,http://images.amazon.com/images/P/0345425308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345425308.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345425308.01.LZZZZZZZ.jpg
1251,316734837,Anita Shreve,economics,2002,"Little, Brown",Fortune's Rocks : A Novel,http://images.amazon.com/images/P/0316734837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316734837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316734837.01.LZZZZZZZ.jpg
1252,618129111,J. R. R. Tolkien,economics,2001,Houghton Mifflin Company,"The Return of the King (The Lord of the Rings, Part 3)",http://images.amazon.com/images/P/0618129111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129111.01.LZZZZZZZ.jpg
1253,151191530,Alice Walker,economics,1982,Harcourt Inc,The Color Purple,http://images.amazon.com/images/P/0151191530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151191530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151191530.01.LZZZZZZZ.jpg
1254,394572343,Anne Tyler,economics,1988,Random House Inc,Breathing Lessons,http://images.amazon.com/images/P/0394572343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394572343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394572343.01.LZZZZZZZ.jpg
1255,446603589,David Baldacci,economics,1996,Warner Books,Absolute Power,http://images.amazon.com/images/P/0446603589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603589.01.LZZZZZZZ.jpg
1256,038077139X,Brenda Joyce,economics,1993,Avon,Secrets,http://images.amazon.com/images/P/038077139X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038077139X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038077139X.01.LZZZZZZZ.jpg
1257,1568652860,Robin Cook,economics,1997,Doubleday Books,Invasion,http://images.amazon.com/images/P/1568652860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568652860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568652860.01.LZZZZZZZ.jpg
1258,451193881,Stephen King,economics,1997,Signet Book,The Shining,http://images.amazon.com/images/P/0451193881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451193881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451193881.01.LZZZZZZZ.jpg
1259,394513924,Michael Crichton,economics,1980,Random House Inc,Congo,http://images.amazon.com/images/P/0394513924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394513924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394513924.01.LZZZZZZZ.jpg
1260,684841177,Kathy Reichs,economics,1997,Scribner,Deja Dead,http://images.amazon.com/images/P/0684841177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684841177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684841177.01.LZZZZZZZ.jpg
1261,1570424810,David Sedaris,economics,1997,Time Warner Audio Major,Naked,http://images.amazon.com/images/P/1570424810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570424810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570424810.01.LZZZZZZZ.jpg
1262,451183940,Stephen King,economics,1994,Signet Book,Different Seasons,http://images.amazon.com/images/P/0451183940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451183940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451183940.01.LZZZZZZZ.jpg
